@relation imdb-sentiment-2011-weka.filters.unsupervised.instance.Resample-S1-Z50.0-weka.filters.unsupervised.instance.Resample-S1-Z10.0-no-replacement-V-weka.filters.unsupervised.instance.Resample-S1-Z10.0-no-replacement-V

@attribute Text String
@attribute reviewLaenge NUMERIC
@attribute satzZeichenAnzahl NUMERIC
@attribute informationsDichte NUMERIC
@attribute class-att {pos,neg}

@data
'6 complains stooges notkilled salute tough didnt like stooges pretty tough lost good stooges ripped ',956,18,0.10460251046025104,neg
'didnt like problem notproblems dont like notenough plot nottruthfully recommend ',932,10,0.08583690987124463,neg
'crazy randomly shocked ordeal crazy killing lost worst notworst struggling provoke tension notdidnt hate honest like bad embarrassing worthless waste odd entertaining fun like positive 1 wrong trashed worst fair negative terrible suspect plot struggle awful annoying dont whining notannoys sane impossible killer boring killed hated honest worst like like proper dont worse bad eyesore hated worse grainy pretty right pretty bad hated fake didnt irritate worst worst hated wretched ',4558,26,0.1057481351469943,neg
'demon notnotdeath plot impossible excellent well nightmare wonder weird hell well surreal like terrible like proper odd exploitation ',1587,23,0.08380592312539382,pos
'notplot notboredom absurdity petty hostility like dripping crashing fast ',758,6,0.09630606860158311,neg
'notenjoy funny steals invisible doubt lame beautiful works busts worse hate steal ',978,10,0.08384458077709611,neg
'notwork hilarious evil interesting notplight struggling desolate funny notmessing good ',702,9,0.12393162393162394,pos
'better plot dead killed kills like interesting ',694,8,0.06772334293948126,neg
'notbest notgreat plot pathetic interesting intriguing unfortunately fails utterly notirrational attraction cute ',1117,9,0.10026857654431513,neg
'unfortunate suffered sad unfortunate death revival tanked limit well lonesome cry ready notwell brisk nice notstale revival ',750,8,0.16533333333333333,pos
'shake problems pompous nothorrid weak stronger bad cocky sad didnt strong worry 2 10 good problem suppression nicely enraged love patience top liked enraged famous incredibly amazing dirt dust dont problem funny liked 9 impressive ',2216,34,0.10424187725631769,neg
'favorite 3 perfect troubles funny smart witty well intelligent crazy perfect good awesome notloved ',810,9,0.12222222222222222,pos
'best decent plot perfect hang great mistaken mistake classic best ',374,5,0.17647058823529413,pos
'proves inane false greatest willing notdoomsday disingenuous death cancer better losing didnt hot ',1107,11,0.08852755194218609,neg
'dungeons like funny fun humor worked better wicked ',628,5,0.08121019108280254,pos
'dont like wrong notlike notlike well ',305,8,0.12131147540983607,pos
'quiet good fun liked best ',141,4,0.18439716312056736,pos
'miss great plot magnificent notnotorious mistress fall notaccurate wise favorite breathtakingly beautiful ',1037,7,0.10221793635486982,pos
'obsession plot fail plot bad poor noise insulting perverted boring ',646,8,0.10371517027863777,neg
'didnt like unintelligible difficult good masterful beautiful incomprehensible master great beautiful amazingly awesome fist greatest fist awe amazing appreciate powerful powerful 2 wasting ',2218,56,0.08521190261496844,pos
'laconic fine credible reliable dumped desolate obsolete ruthless arrogant advanced peaceful smart provocative bleak cold harsh snappy tough gritty well struggle poignant strong impressive supporting brutish rival compassionate kindly seasoned jolly pig sensible better profound significant spiritual merciless polished first-rate enhance superior ',1956,10,0.17740286298568508,pos
'great strange stranger hedge didnt fine good convincing utterly recommend ',686,8,0.10787172011661808,pos
'stunning exciting good aspire notclassic enjoying violent worst nightmare easy exploitation cleverly temptation heaven heros heroic fall foul coward perversely squeal like fair kills hasty retreat great stress dangerous risk rocky powerful survival powerful disturbing remarkable isolated violent revenge notbeautiful tension mercy ',2978,21,0.11148421759570182,pos
'impossibly sexy unorthodox reluctantly officious masters dont kindly mystery oppressive colorful gentle dominate unnerving works fairly well gritty grim right good heroine struggles surreal effective cheap pretty effective nasty pretty good ',1254,18,0.19218500797448165,pos
'best irritated irritated best right notsupported trouble notlike unbelievable notlike notunbelievable 2 fans enjoy like hot bitch ',1164,18,0.11168384879725086,pos
'missed proper enough great happy not2 fascination faithfully courage vigilance kindness important mystery greatest greatest ',1257,10,0.09864757358790771,pos
'interesting weird comfortable strict free contagious intelligence notpoor fantastic dont strange enjoyable notdont ',1582,17,0.07269279393173199,pos
'honest positive drags suffer positive decent pretty pathetic pretty pretty rough pathetic suffering misses convincing suffering slow positively honest recommended die hard fans rough ',1052,14,0.17395437262357413,neg
'warmly reject better lovable appeal consummate doggedly faithful loyal heaven condemn poor devil deceit cruelly oddly satisfying important ',782,11,0.17774936061381075,pos
'strange unfortunately falls interesting unbelievable better flawed ',812,13,0.08251231527093596,pos
'well funny works great better best loved good enough humming wont ',675,6,0.09777777777777778,pos
'awful annoying doubt worst plot notblur confusing pointlessly flashy tough gold died traumatic stunted hating notbanal laughable confusing blow bomb threaten bomb clearly notunconvincing dreadfully enjoyed suffering ',1393,20,0.15506101938262742,neg
'love notbiased beautiful beautiful waste handy abominable depressed dont love clear boring lively tedious good joke top like desolate notgood bad better ',2016,22,0.07589285714285714,neg
'sharply dead rough loses liked enough dead ',410,6,0.1048780487804878,pos
'slowly restricted dull capable death contention entertaining notenough good ',1326,16,0.05731523378582202,pos
'dont nice unfortunately lacks notnotliked good garbage ',932,16,0.059012875536480686,neg
'like like horrible dont like great redeeming accurate issues controversial issues notinsulted humor ',1041,11,0.09606147934678194,neg
'criminal awful sweet wasted lack clean confusing erroneously violent violent reasonably bloody fails slow terribly pretentious classic ',1032,11,0.1308139534883721,neg
'well-known friendly advanced advanced bent intelligent ruthless capable advanced bent ',2108,21,0.04079696394686907,pos
'like greatest best excellent awesome greatest like greatest dont sue ',779,10,0.08857509627727857,pos
'hardships well fortunate perfectly healthy ',704,7,0.061079545454545456,pos
'pinnacle like great waste 3 meaningless happy dont bad subjected meaningless bad gained fame accomplished wrong great good liked notbrave enough notright notgreat notbest good like good notwelcome like joke great hum better like well nice good rich notlike notbelievable good cry memorable wonders decent work good beautiful great fat nothurt fat like beauty worked well excellent like hum drained right notmiss notdont love assure well notlike doubt ',5000,46,0.0902,pos
'better safe sorry warned greatest stupid notorious murder bad worse faster bloody cheesy beautiful good clique cool hero tough thug hot losing love hot losing gorgeous pretty fall sour notnotwell cool hero weird fall love trust good dead beautifully like excessive false fans support hard-working stuck watered-down pointless like thank stupid best pleasure bloody good love right ',3408,42,0.11179577464788733,pos
'worth pretentious nonsense problem likes good redeeming dreary clearly waste talented ',760,11,0.11315789473684211,neg
'worth excels proves perfectly wrong unconvincing brilliant perfectly wont haunt ',702,5,0.11396011396011396,pos
'plot worst flaw misrepresentation hollow wont damage bad lousy 10 ',907,18,0.07276736493936053,neg
'ambitious infamous modern struggling rejection pain love entertaining classic inspirational catchy entertaining amazing stunning attractive great heartbreaking notshine good humor great outcast amazing fame winner ',1532,15,0.13968668407310705,pos
'loves hardy good better great hardy falls honoring blame plot useless needless bizarre excellent hard wonderful choppy stiff horrid cheap terrible painful legendary awful favor hardy dont notpity decent classic ruin fine pointless miss ',1653,32,0.14277071990320628,neg
'dont dont decent cheesy fiction bad insult retarded joke insanely tops better notamazed bad ',724,12,0.1270718232044199,neg
'pretty good steals good pretty good ',729,7,0.04938271604938271,pos
'warning strange hero mysterious ',254,5,0.12598425196850394,neg
'pretty bargain irrelevant notdark bad handsome relief like fierce angry didnt poor notpoor notworth stupid enough enjoyable dont like strong strong ',1604,23,0.09226932668329177,neg
'worse criticism bad fun fun bad boring warm lead damn didnt boring dies swift ',617,5,0.12641815235008103,neg
'destruction led downturn notled remarkable destruction collapse death silly dont strange strange good weird explosive fond like well limited ',2416,18,0.05836092715231788,neg
'available unfortunate obscurity bomb hilarious patient expired notdisturb inept knife pompous patient excellent revere worked prick ',1911,11,0.06907378335949764,pos
'like solid great amazing beautifully devil great bland great solid supporting like dont great great ',1116,10,0.08960573476702509,pos
'irritating annoying idiotic notidiot mess notbad bad unethical joke horrible bad irresponsible wrongly hurt bad ',1221,15,0.09172809172809172,neg
'best bland needless cool weird good harmless dont waste love like love great crappy ',670,4,0.1253731343283582,neg
'problem syndrome error waste burn fun fun notnotcloud weak dont ',1111,153,0.0576057605760576,pos
'cynical distinctive best loses acclaimed temper erratic bored reluctantly jealous murderous illusion confusing kills dastardly faultless impressive ',948,10,0.15611814345991562,pos
'classic bad dick like great lack strong hopelessly dazzling trick critics fall dumb dont pleasure dick stunningly dick dick notdick failed pretty golden great reverently classic nice like fails enjoyable crap damned better insufferable appreciates work notwork ',2083,31,0.12530004800768124,neg
'right worst sad lonely unfunny hack entertain pale tired retarded honest like ',496,5,0.15725806451612903,neg
'bad plot devil murder silly notunusually picky humble notrecommended ',652,8,0.1058282208588957,neg
'attractive like ',613,9,0.026101141924959218,neg
'like like appropriate poignant upsetting ',548,8,0.07481751824817519,pos
'great irrelevant like breaks didnt trust uncomfortable didnt trust difficult boring disappointment notwonderful good better ',1188,9,0.10437710437710437,neg
'excellent saint good work good twists plot good good suave hale mobster saint breaks saint clear fall good ',801,13,0.13358302122347065,pos
'dont like bad poor ridiculous unbelievable hate like love worst work hard lead dont work wonder mysterious cliched lover darkened tedious suffice bad loose abysmally believable easiest odd notcoherent bad dont good notworst decay hard hard difficult symptoms ',2734,42,0.09473299195318215,neg
'chaos notdont great boring wont bad hostage killed enough chaos die hard vengeance strange plot trouble leads 10 worse romantic love better better painful pointless leads virus trouble killing notkill like smart chaos laughable plot twists lead mistakes painful like dumb wont plot ridiculous notgood dont dont smart dont disappointment waste favor ',2898,39,0.12042788129744651,neg
'like mad thank mad enough nonexistent enjoy badly ',1074,14,0.04655493482309125,neg
'terrible award hatred instrumental complaints silly enough bad clearly interesting ',590,7,0.14067796610169492,neg
'rich plush well unfortunately wealthy greedy afraid issue sane touchy rich crass humor work false good charming seriousness lost happy *** **** ',1299,12,0.11085450346420324,pos
'ashamed well enough wealthy shark wins lovely notperfection beautiful sophisticated good fair bad sensational intimate rich famous spectacular best confess notbetter ',1584,16,0.10479797979797979,neg
'grotesque beautiful gem bizarre gem controversial gem fell fascinating intense beautiful genuine refuses notcontroversial beautiful wealthy curse strictly bizarre bizarre fans exceptional notbizarre stunningly beautiful imposing magnificent beautiful incredible overwhelming grotesque disgusting notfantastic great eccentric exceptionally beautiful lead sadly died unknown notimportant plot bizarre notrecommended fans controversial unusual ',2993,24,0.14734380220514534,pos
'2 not1 wonder fast unsuspecting titillate worth naughty awful enough merit bad ',1037,8,0.07618129218900675,neg
'best burning bad love cheesy death unfortunately pan annoyed evil 2 entertain horrid bored best better bad entertain sick ',1432,10,0.08519553072625698,neg
'waste disastrous like gruesome like plot notviolate refuse won creepy useless ',731,14,0.106703146374829,neg
'patience slow fairly strong promising uneven false dead like beautifully dont plot dont waste shocked ',952,36,0.10714285714285714,neg
'like fiction beautiful worthy faith like dont dont struggle difficult stupid like painful dont dont magic magic ',1307,28,0.08569242540168324,pos
'nifty mystery great twist snappy best great great relief great spirited notexasperated affection great best mystery entertaining twist poverty superb great better mystery great work wonderful poverty dark work dark stormy bonus bad available ',1844,12,0.13123644251626898,pos
'brilliant beautifully intricate plot beautiful perfect fear plot difficult good prefer promise notodd ingenious convincing defiant troubled convincing traumatized magical deceitfully cheerful evil excellent weary broken love recommend gem worthy ',1531,19,0.16067929457870672,pos
'disaffected retarded issue notnotcrime noteasiest screwed-up egotistical retarded addict slowly slowly openly good bad happiness good struck elevate stall notpowerful excellent like redundant finest pleasure like nottop good terrific work downer racism like effectively slow odd better stronger satisfying recommend perfect ',4325,34,0.07491329479768787,pos
'thankless romantic favor like tarnished reputation dead great shady strong imposing work good fabulous **** ',1095,8,0.09863013698630137,neg
'dont fooled uncomfortable nothumor inappropriate terrible beautiful good beautiful like notdidnt like notfat bastard notruined anger worst ',1531,17,0.09079033311561072,neg
'love painful hack distinguished like bogus inconsistent plot loose nothard interesting notenough ',805,9,0.12049689440993788,neg
'resounding recommended positive like notinteresting cohere notwork famous convincing like unsupported interesting annoyed annoying intrusive notlaughable ludicrous didnt dont dont like like didnt like baffled disillusioned malcontent didnt worst poorly ',3250,41,0.07784615384615384,neg
'entertaining slow greatest ',293,5,0.09215017064846416,pos
'liked 2 freaking cool free liked 2 freaking cool free ',969,22,0.05572755417956656,pos
'notamusing intriguing notnotwont happy ',808,24,0.04826732673267327,pos
'unhappy notexcellent charming blame notlover blame shock losing dislike notlike charitable insulted beg nice desperate insulting outraged lack self-respect like insult object ',1692,21,0.10342789598108747,neg
'liked notdisappoint amazing realistic well inspiration abuse excellent ',522,7,0.1360153256704981,pos
'good weak work best hurt menace crook poor stereotypical hot dont disappoint fool suspect ',778,5,0.11568123393316196,neg
'annoying trapped paranoid disarm notnotlike enjoy charming sexy better distress ready kill startle bad ',1385,19,0.07436823104693141,neg
'hilarious clash great perfectly dont fooled interesting ',699,11,0.08011444921316166,pos
'dawn lead better enjoy interesting humor ',910,8,0.045054945054945054,pos
'tired favorite dominated best didnt engrossing didnt love enjoyable fun upbeat calm sweet annoying catchy best joke cute sincere bad pampered shock dont miss charming enough fun humble harmless biased fondness bad childish contentment favorite great ... ',2736,35,0.09283625730994152,pos
'flaws heartwarming enjoyed notengaging lewdness notbest worth perfect ',704,6,0.09943181818181818,pos
'great liked well loved mystery love love greatest like peace bloodshed like nice ',741,11,0.10931174089068826,pos
'weak clumsy ploy exploit fast recover like revelation like evil attack evil attack awful discord tangled misses like knock crummy smart enough creepy delicious problem like great ',1660,24,0.10783132530120482,neg
'famous interesting better notgood great unknown invisible great best ',522,8,0.13218390804597702,pos
'like love didnt prick horrible didnt like hate like bad prick well well dont recommend ',491,7,0.17718940936863545,neg
'unknown beautiful masterpiece didnt easy troubles beautiful sincere poignant best beauty sincerity cure sincere beautiful heartfelt poignant strike indifferent incredibly powerful strong beautiful well overwhelming modern meaningful important great talents superb perfectly important perfect cure best wonderful sincere magnificent works enough best terrific terribly sad talented didnt overrated enjoy notamazing terrific best great cure beautiful heartfelt inspiring work beautiful dont gem unable drawback cure dont impossible beauty sincerity cure sorry bad ',3320,23,0.16927710843373495,pos
'difficult unable frustrated ',621,5,0.04508856682769726,neg
'concerns wild likes loved unable bloody loss upset murder struggling dead love died notgood ',996,6,0.09236947791164658,neg
'notbrilliance leads amazing helpless cajole wheedle bully plot believable sick bullying brilliant fumes convincing wrong like marvelous notfine notably wonderful regrets worth best best best best good mesmerized great encourage ',2502,18,0.09112709832134293,pos
'good work right dark decent worth concerns hero dead flaw hero stumbles dark fans fans ',977,14,0.08904810644831115,pos
'poorly notperfection gritty great better dont death well dead ',665,10,0.09323308270676692,pos
'fooled impressive worst ',265,6,0.09056603773584905,neg
'tramp good tramp better tramp hates nice easy angry angel fine loved angel 10 ',922,4,0.08459869848156182,pos
'beautiful frustrating interesting maddeningly inability strong flawlessly notably lack intimacy difficult lack stagnation difficult great tension friction powerful work interesting notbest ',1325,9,0.14264150943396225,pos
'disappointed lacked notdont waste notlead dont disappointment notwaste like good ',753,11,0.10756972111553785,neg
'breaks free killing well gold brutality impossibly rape good pretty well **** ',942,6,0.08280254777070063,neg
'like good bumps gem good scariest right creepy lucky hard 2 haunting like ',981,17,0.07543323139653414,pos
'dont grand idiotic nothero assassinate killed like notkill didnt didnt didnt kill romantic impudent issue notdisagreeable lovable like good charisma hard right ridiculously bad honor honor feat ',2696,26,0.07195845697329377,neg
'hell top grand prize best ',243,3,0.10699588477366255,pos
'loved humor like waste like kill funny gripe fairness fun perfect best bad fond great love hate ',1224,18,0.0784313725490196,pos
'mighty good promised won angel hard notbreak top lost miracle liked good work troubles ',1794,44,0.048494983277591976,pos
'wow curse great entertaining creative clever plot hate love wonderful excellent great complaint great love love curse best best incredibly creepy 6 adore violent enjoyable best ',909,16,0.19471947194719472,pos
'perfect notlike intelligent 2 fall fun 2 pros like punch great well fall love bad ',1328,11,0.061746987951807226,pos
'waste great dying talented crappy didnt best enjoyed hilarious perfect liked love bad lousy like ',865,34,0.11213872832369942,neg
'7 impressed 3 3 3 like dangerous ',876,7,0.03767123287671233,pos
'like good classic notlike fans loved lack encourage aspirations strict loving didnt fair considerate loving lively entertaining goofy crazy humour taunts hilarious well notably prefer good difficult issues good notafraid abuse realistic fun lacked good shark died freak good death suffered lost good right 8 ',3209,25,0.09598005609224057,pos
'dreadful stuck slowly killed horde bad banal painful nonsense dont bad galore cheesy bargain well warned spooky helping productive wont irredeemable rubbish 1/10 ',1362,16,0.11894273127753303,neg
'6 favor strange famous dead cave stunningly beautiful skimpy bondage monster well restored funny stupid miracle restored love love wins goofy silly ',2359,18,0.06273844849512505,neg
'dont like classic work hard happy works cheating kills strange like flirt leads strict unfortunately death like good fiction worked scary defeating bloody evil top classic like silly led bad convincing worthy silly ',2638,19,0.08150113722517058,neg
'masterpiece great flair great talented outstanding controversial great talented unexpected ',382,4,0.23821989528795812,pos
'apocalypse apocalypse famous notcorrupted kill dying mercilessly killed cold gains gains gains lost shocking dazzling guilty realistic strange spiritual notassassinate hoard prejudice modern strange strange lively worst failed like poetic like notlucky enough memorable apocalypse brutality ironic love smell smells like victory crack wont lie strange easiest frustrate dont significant dark notright kill right crazy great bad devastated unlucky struck like dying right wrong ',5444,67,0.08761939750183688,pos
'superb clueless terrific bickering priceless brittle crisis best ',820,8,0.07926829268292683,pos
'good notterrible lapses continuity ',320,6,0.109375,neg
'finest magic pretty hung irony notburning paradise nothumor humor notirony pure paradise better hell hell enough hell hell brutal notkill despair utterly hopeless notmastery fortunately losses doubt notbetter ',2114,16,0.0988647114474929,pos
'rip-off garbage funny pretty torture enough ',674,6,0.06528189910979229,neg
'notrecommend amazing like notdifficulties pain terror ',732,7,0.07377049180327869,pos
'sweet sweet great superb plot unable appreciate better sweet like love bad complaint twisted hard perfect recommend ',831,11,0.13959085439229843,pos
'notnotlike like fun like well deadly deadly funny didnt capable ',603,8,0.10613598673300166,pos
'incredible breaks bullies runaway mess kill beautiful win smart stumbles enjoyable funny admire dont ',671,6,0.15052160953800298,pos
'like like like like 9 bad inane crazy torture spiritual enlightenment interesting better good hell ',725,7,0.13655172413793104,neg
'like well mobster like nice bad worst bad bad crap dont good warned ',1065,13,0.06384976525821597,neg
'pretty notfault bad bad bad pretty like bad trash ',642,10,0.0778816199376947,neg
'entertaining inspirational funny winner hard confront ',712,8,0.07584269662921349,pos
'enjoyed plot satisfactory silly appreciate perfect pride prejudice good snobbish enough inexperience strong good noteasy notcharisma pride notcold unpleasant enjoyed strange faithfulness beautiful ',1542,14,0.12775616083009078,pos
'excellent notexciting notbetter well ',349,5,0.10601719197707736,pos
'dies dead didnt die killing defeat stupid ho-hum rejects bad safe death hero heroine ',1117,12,0.07609668755595345,neg
'shadowy murder hatred wonderful memorable villains murder ',772,8,0.07512953367875648,pos
'fear naughty imprison fear wrongly best smart strong famous perfect murder kill kill love notexcellent excellent thrilling reasoned dont menacing top famous bargain mad proving exhausted biting best wrongly best villains master wont renaissance ',2986,36,0.08204956463496316,pos
'unusually imperfect clearly 2 2 assault talented dont bother 3 best right clear massacre 2 silly like better exploitation notdisruptive achievements like notenough monstrosity easy ',1923,9,0.09412376495059803,pos
'apocalypse beautiful dangerous insane helped interesting notably loose horrifying apocalypse wonderfully beautiful masters apocalypse incredible pervasive gorgeous incredibly vibrant positive great attack likes scare hell apocalypse trouble powerful outstanding unleash fun apocalypse pervasive love smell enough notapocalypse ',3323,24,0.098405055672585,pos
'genuine hard like enjoy love cute funny love dont enjoy grateful nice cheap not',1106,18,0.07142857142857142,pos
'notworth plot awful stooges bad sad great dont waste fun notrecommended ',700,11,0.10285714285714286,neg
'pretty horrible like dont regret notdead kills annoying bitch well great kills dont begging interesting ',1272,7,0.08176100628930817,neg
'death plot wont spoil nice notimprove works better dont killer dont strange gem recommend fans 7 10 creative unexpected twists ',1275,20,0.0996078431372549,pos
'notdamages confusing fans notavailable ',973,7,0.040082219938335044,pos
'funny strictly scary well heartless clear envy consistently nasty plot notinvigorating interesting joke conspicuous fake redeeming notably zest tolerable ',1716,11,0.08974358974358974,neg
'wasted crap didnt amazing great not3 notcomplaining complaining hell like die sad excuse pretend clearly slowed poor ',1016,26,0.11515748031496063,neg
'annoying trendy cliche cheesy stereotypical sorely lacking ',390,5,0.15128205128205127,neg
'worst joke terrible scary notclearly didnt bother liked upset didnt like dont hate 1 ',725,22,0.11724137931034483,neg
'classic murderous notkiller toxic waste fast slug frightening killer right right absurdness fun bad good appreciate notworthy promptly obscure deservedly mocked bad ',1287,9,0.1282051282051282,neg
'pretty good trap pleasantly better disappointed pretty good better crappy great bad worth notworst ',792,10,0.125,neg
'fantastic vice right like lament bleakness strong interesting killed die outstanding authentic beautifully lush beautiful fragile volatile lovelorn great great steady bad grace cool evil dont waste ',3103,20,0.06380921688688367,pos
'overrated plot murder murder great better ',412,4,0.10194174757281553,pos
'funny sad like manipulate dont funny sad suspect amazing refreshing wholeheartedly celebrate trapped ',705,8,0.14326241134751774,pos
'3 pity love praise great notbiased excellent disorganized weak poorly unrealistic didnt lying important good weak good dynamic dynamic abrupt dynamic good dynamic tough dynamic ignore poorly weak dynamic liked fine beauty nothorrible horrible horrible excuse notslack crap right notworth good ',1928,22,0.15197095435684646,neg
'beautiful gems stolen great ',288,4,0.09722222222222222,pos
'bad shallow notdecent shocking like boring worst like sucked good 3/10 ',471,5,0.15074309978768577,neg
'good liked notnotnotappreciate recommend loving ',706,13,0.0679886685552408,pos
'plot dont bothered ridiculously faster trouble good well mistake nice horrible bad hot disappointed nice bad ',913,12,0.11938663745892661,neg
'terrible worst hastily well like notlike randomly regard nice passion love good brilliant ',1139,14,0.07901668129938542,neg
'engaging ardent twist twist problem well best successfully dumb ruining dont crap loser lame worse pretty ',1451,21,0.07305306685044796,neg
'easy intelligent strong charismatic blunt marvel leading strong powerful tumultuous good enough confidence support best interests important right like amazing doubt wise support fond strong shine supporting questionable supporting enough superb blunt enough passion broke sweetness charitable work notintimate lovely good good good love ',2745,16,0.12276867030965391,pos
'great troubled spiritual good sweet sincere notgood solid like worth awesome notstruggling issues struggling ',792,7,0.13762626262626262,pos
'wonderfully thrilling fantastic dawn 2 critical positive gorgeous like comical falling false dire pointless love tedious pathetic plight glad died disappointed appeal heroic drag lucky worst notexpensive waste great good glory fatal farce fortune inaccurately lead death stupid enough rubbish ripped good luck right worst silly like patriot ',2937,93,0.11610486891385768,neg
'freak stress lies great nothero evil cheap awesome great interesting properly proper unfortunately fun embarrassment great loved enjoyment revert fun like hell crap like well favorite like notloved nothell credible damn good work expensive unfortunately bankrupt heck unfinished well enjoy hell cool liked crappy right protective boom right bothered good dont naive charm dont well clear great didnt well not2 ',3867,41,0.10602534264287561,neg
'like invisible attraction dislike childish beautiful sad love harsh complex genius mysterious graceful beautiful brilliant perfect handsome stylish sad like wont broken luck love notsatisfied loneliness luck ',1753,18,0.11865373645179692,pos
'controversial dont superb fairly modern silly not',727,10,0.06740027510316368,pos
'decent cool notwork hell dont pretty serenity reasonably well enough comical tedious conflicts like whiny immature work dont badly nice dont fun bad clearly pretty like notpuppet annoying awful inappropriate loud painful detracts cheesy ',2586,23,0.09164733178654293,neg
'demon cheesy entertaining bad best like goodness dont better right ',519,6,0.12909441233140656,pos
'loved 3 notloved worst applaud notlike pokey notenough like ',638,15,0.09404388714733543,pos
'splendid masterpiece fiction stupidly foul arrogantly improve classic naive hardened farce shocking plot excitement puzzling important fascinating dick irritating significant obnoxious incompetent improved excellent horrible depressing notdull notshallow boring unfortunately appeal helped overrated tepid ',2364,20,0.12944162436548223,neg
'notbeautifully plot masterfully like stylish great clear endearing easy liked biased ',955,6,0.08900523560209424,pos
'wow like 1 bad thrills interesting cheap fever good decent like ',885,21,0.07231638418079096,neg
'attractive spooky love silent silent famed mysterious beautiful perfectly evil bent dark genuine dark lacks notgood smooth didnt dark worked death love dark death love ',1793,22,0.09369771332961517,neg
'dislike charismatic great notdidnt notlike leads sadly problem lying lying funny unscrupulous inept notlovable poor repetitive lead illogical greedy pretty easy betrayal notbright brilliant better enjoyed well silent notfalse plot stolen work brazenly ',2265,20,0.11125827814569536,neg
'spinster nervous pleased nothappy nothapless well lurid notwork static good best satisfy prisoner indignant burns good comfy clearly ready mature good chatter mindlessly alarmingly unfortunately deterioration abrupt maddening **** ',1708,14,0.13524590163934427,neg
'irritating meaningless pathetic redundant misery over-hyped like ',728,10,0.08928571428571429,neg
'notgreat notlike like like well inappropriate missed inaccuracy right enthusiastic not',1374,12,0.06259097525473072,neg
'faith punk faith notfaith bleak hell lover leads unexpected good ',835,9,0.07784431137724551,pos
'worse poorly ridiculous like beautiful dont superficial poor ludicrously handsome regrettable ',678,8,0.13864306784660768,neg
'good supremacy inconsistencies phony hard rejected obsolete dumb success willing succumb unfortunately willing principled loose abrupt hardened noble annoying paranoia self-interested lacks fleeting problem important concerns difficulties breaking frustrations willingly good wasted irrational fears racism notenough ',2451,22,0.12933496532027744,neg
'2 ill-fated notfans didnt funny enough didnt short-lived problem 2 sucked 2 doomed didnt dull fiasco aborted unfortunately great enough successful fall notfast good slow fell erratic better boring awful like best death difficult hate annoying zombie dead attack notclear dull infamous well awful interesting convincing smarter dumb notconvincing bitchy killer slick interesting creepy notwell slick creepy slick punch titillating boring worthwhile 2 waste 2 ',3992,37,0.11472945891783567,neg
'** ** killed notgreat unfortunately notfreedom free worth falls love notgood good friction good interesting best stellar best works well nice ',1422,19,0.09985935302390998,pos
'convincingly convincing likable notdying notplot plot weak shallow right intelligent shallow powerful cruelty lie strong flawed flawed bore notworth ',1060,11,0.14056603773584905,neg
'sadly bias plot wins pretty break successful pride supporting great wonderful standout supporting better ',1124,13,0.09341637010676157,pos
'failed 10 worst dirt cheap unwanted wreck carnage fair 1 works insightful misses appreciate suffers unbelievable top nonsense valuable vomit pretentious failed hate terror midget ',1442,13,0.12413314840499307,neg
'love killer dark baffled creepy moody better ',534,6,0.08426966292134831,neg
'love breathtakingly beautiful beautiful better easier ideal good enough support like important superior better worth beautiful easier interesting ',1414,12,0.10325318246110325,pos
'problem slow well plot well good recommend good great plot poorly ',828,16,0.07971014492753623,pos
'dead like die silly lost interesting dead sobering love popular well super well grudge ambivalent liked great well well scare like like scary scare plot cheap thrills dont satisfying startle scariest better well hard plot scare ',2003,19,0.11382925611582626,neg
'notdidnt like good poor like well dirty marginally good rip champion like paradise limits like devil like like well rip wont triumphant boost brilliantly tough genius idiotic deadly dumb nottaxing violent classic ',2341,29,0.09098675779581375,neg
'pity like bad crap work worst like talented best problems well ',970,11,0.06494845360824743,neg
'best faith favorite divine vengeance pure ',296,3,0.14189189189189189,pos
'funny well loved fun boring violent great terrific wonderful ',397,7,0.15365239294710328,pos
'fame terror notfun scary liked decent skeptical prominent murder delightful fictional good surreal fairly reasonably amusing revelation beautiful macabre effective great pretty sweet adorable kindness dawn mystery wisely dont genuine shock unhappy dying fun vain infuriated lack strange notsexy welcome wonderful humor effective unusual striking dripped entertaining dont enjoy good capably slowly good ',2867,17,0.14056505057551447,pos
'scary incredibly decent well better creepy lead disturbing hell doubt disturbing believable dies dead notdead helping dead dont trick evil menace nothorrible 1 threatening nice happy break interesting dont like scary disturbing lame ',2338,31,0.09965782720273739,neg
'bored notbad good dilemma sorrow notright notenough illness cute gentle didnt trivial like clearly comfortable thoughtful dont misunderstood stronger worth loneliness wayward cloud 1 like well notfans ',1634,19,0.1230110159118727,neg
'brilliant slow plot notnice nasty well great supporting ',721,11,0.07766990291262135,pos
'love like well humor great notlove ',309,5,0.11326860841423948,pos
'lover good lover boring good wealthy notwell notbest best best lover best worked good won supporting worst notfunny strange great best leading didnt bad notlike superb boring died good better ',2283,39,0.08409986859395532,neg
'work lifeless mystery clearly lacks grace evil pale interesting plot hopelessly ',551,3,0.14519056261343014,neg
'daring silent limited nottrapped loveless obsessive famous funny skinny ecstasy homage shock beautifully excessive guilt strange ',1413,19,0.09129511677282377,pos
'boring top worst dull notworth worked death plight prisoner lose ',839,8,0.07747318235995232,neg
'like appreciate ',715,10,0.022377622377622378,pos
'free annoying notclever like wonder heck failed notclever annoying irritating advantage not',853,17,0.10668229777256741,neg
